
> school-attendance-web@0.1.0 dev
> next dev --port 3000

▲ Next.js 16.2.12 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.1.135:3000
✓ Ready in 567ms

 GET /check-in 200 in 219ms (next.js: 76ms, proxy.ts: 54ms, application-code: 89ms)
 GET /login 200 in 219ms (next.js: 141ms, proxy.ts: 55ms, application-code: 23ms)
 GET /login 200 in 126ms (next.js: 7ms, proxy.ts: 3ms, application-code: 116ms)
 GET /check-in 200 in 110ms (next.js: 10ms, proxy.ts: 7ms, application-code: 92ms)
 GET /login 200 in 78ms (next.js: 13ms, proxy.ts: 7ms, application-code: 58ms)
 GET /login? 200 in 63ms (next.js: 8ms, proxy.ts: 12ms, application-code: 43ms)
 GET /login? 200 in 101ms (next.js: 17ms, proxy.ts: 6ms, application-code: 77ms)
✓ Compiled in 156ms
 GET /login 200 in 335ms (next.js: 94ms, proxy.ts: 55ms, application-code: 186ms)
 GET /check-in 200 in 337ms (next.js: 221ms, proxy.ts: 55ms, application-code: 60ms)
 GET /check-in 200 in 172ms (next.js: 8ms, proxy.ts: 10ms, application-code: 154ms)
 GET /check-in 200 in 91ms (next.js: 10ms, proxy.ts: 9ms, application-code: 72ms)
 GET /login? 200 in 117ms (next.js: 10ms, proxy.ts: 5ms, application-code: 102ms)
 GET /login 200 in 56ms (next.js: 9ms, proxy.ts: 7ms, application-code: 40ms)
 GET /login 200 in 65ms (next.js: 11ms, proxy.ts: 7ms, application-code: 46ms)
 GET /login? 200 in 55ms (next.js: 11ms, proxy.ts: 4ms, application-code: 40ms)
 GET /login? 200 in 55ms (next.js: 13ms, proxy.ts: 9ms, application-code: 33ms)
 GET /login? 200 in 65ms (next.js: 10ms, proxy.ts: 10ms, application-code: 45ms)
 GET /login 200 in 95ms (next.js: 9ms, proxy.ts: 6ms, application-code: 80ms)
 GET /dashboard 200 in 102ms (next.js: 35ms, proxy.ts: 8ms, application-code: 58ms)
 GET /dashboard 200 in 78ms (next.js: 13ms, proxy.ts: 15ms, application-code: 50ms)
 GET /leave-requests 200 in 75ms (next.js: 22ms, proxy.ts: 6ms, application-code: 47ms)
 GET /attendance 200 in 81ms (next.js: 31ms, proxy.ts: 6ms, application-code: 44ms)
 GET /student-accounts 200 in 96ms (next.js: 39ms, proxy.ts: 7ms, application-code: 50ms)
 GET /login? 200 in 103ms (next.js: 12ms, proxy.ts: 8ms, application-code: 83ms)
 GET /login 200 in 48ms (next.js: 7ms, proxy.ts: 5ms, application-code: 37ms)
 GET /login? 200 in 54ms (next.js: 11ms, proxy.ts: 7ms, application-code: 37ms)
 GET /login? 200 in 45ms (next.js: 6ms, proxy.ts: 3ms, application-code: 37ms)
 GET /student-accounts 200 in 274ms (next.js: 10ms, proxy.ts: 8ms, application-code: 257ms)
 GET /login 200 in 69ms (next.js: 8ms, proxy.ts: 6ms, application-code: 54ms)
 GET /student-accounts 200 in 150ms (next.js: 12ms, proxy.ts: 7ms, application-code: 132ms)
✓ Compiled in 231ms
 GET /login 500 in 1433ms (next.js: 1077ms, proxy.ts: 42ms, application-code: 314ms)
 GET /student-accounts 500 in 1435ms (next.js: 1352ms, proxy.ts: 44ms, application-code: 39ms)
 GET /student-accounts 500 in 126ms (next.js: 59ms, proxy.ts: 31ms, application-code: 36ms)
 GET /login 500 in 154ms (next.js: 76ms, proxy.ts: 34ms, application-code: 45ms)
 GET /login 500 in 152ms (next.js: 100ms, proxy.ts: 28ms, application-code: 25ms)
 GET /student-accounts 500 in 167ms (next.js: 111ms, proxy.ts: 35ms, application-code: 21ms)
 GET /login 500 in 43ms (next.js: 32ms, proxy.ts: 5ms, application-code: 7ms)
 GET /login 500 in 23ms (next.js: 13ms, proxy.ts: 4ms, application-code: 7ms)
 GET /login 500 in 24ms (next.js: 13ms, proxy.ts: 4ms, application-code: 7ms)
 GET /login 500 in 33ms (next.js: 19ms, proxy.ts: 4ms, application-code: 10ms)
 GET /login 500 in 20ms (next.js: 10ms, proxy.ts: 3ms, application-code: 7ms)
 GET /login 500 in 24ms (next.js: 12ms, proxy.ts: 4ms, application-code: 8ms)
 GET /login 500 in 19ms (next.js: 9ms, proxy.ts: 4ms, application-code: 7ms)
 GET /login 500 in 22ms (next.js: 11ms, proxy.ts: 3ms, application-code: 8ms)
 GET /login 500 in 22ms (next.js: 10ms, proxy.ts: 4ms, application-code: 7ms)
 GET /login 500 in 22ms (next.js: 11ms, proxy.ts: 3ms, application-code: 8ms)
✓ Compiled in 115ms
 GET /login 200 in 377ms (next.js: 54ms, proxy.ts: 6ms, application-code: 317ms)
 GET /student-accounts 200 in 193ms (next.js: 62ms, proxy.ts: 16ms, application-code: 115ms)
 GET /student-accounts 200 in 84ms (next.js: 11ms, proxy.ts: 7ms, application-code: 66ms)
 GET /login 200 in 231ms (next.js: 61ms, proxy.ts: 63ms, application-code: 107ms)
 GET /login 200 in 124ms (next.js: 13ms, proxy.ts: 7ms, application-code: 104ms)
 GET /student-accounts 200 in 111ms (next.js: 25ms, proxy.ts: 6ms, application-code: 80ms)
 GET /student-accounts 200 in 46ms (next.js: 7ms, proxy.ts: 6ms, application-code: 33ms)
 GET /student-accounts 200 in 243ms (next.js: 14ms, proxy.ts: 10ms, application-code: 219ms)
 GET /dashboard 200 in 129ms (next.js: 75ms, proxy.ts: 5ms, application-code: 49ms)
 GET /dashboard 200 in 40ms (next.js: 11ms, proxy.ts: 6ms, application-code: 23ms)
 GET /student-accounts 200 in 31ms (next.js: 8ms, proxy.ts: 8ms, application-code: 15ms)
 GET /student-accounts 200 in 81ms (next.js: 7ms, proxy.ts: 5ms, application-code: 69ms)
 GET /leave-requests 200 in 100ms (next.js: 63ms, proxy.ts: 5ms, application-code: 32ms)
 GET /attendance 200 in 100ms (next.js: 61ms, proxy.ts: 3ms, application-code: 37ms)
 GET /leave-requests 200 in 30ms (next.js: 5ms, proxy.ts: 5ms, application-code: 20ms)
 GET /attendance-logs 200 in 108ms (next.js: 79ms, proxy.ts: 5ms, application-code: 24ms)
 GET /dashboard 200 in 29ms (next.js: 6ms, proxy.ts: 6ms, application-code: 17ms)
 GET /student-accounts 200 in 23ms (next.js: 5ms, proxy.ts: 3ms, application-code: 14ms)
✓ Compiled in 204ms
 GET /student-accounts 200 in 217ms (next.js: 58ms, proxy.ts: 48ms, application-code: 111ms)
 GET /student-accounts 200 in 172ms (next.js: 15ms, proxy.ts: 99ms, application-code: 58ms)
 GET /login? 200 in 154ms (next.js: 35ms, proxy.ts: 6ms, application-code: 114ms)
 GET /login? 200 in 44ms (next.js: 6ms, proxy.ts: 5ms, application-code: 34ms)
 GET /student-accounts 200 in 114ms (next.js: 5ms, proxy.ts: 5ms, application-code: 104ms)
 GET /student-accounts 200 in 114ms (next.js: 12ms, proxy.ts: 8ms, application-code: 94ms)
 GET /dashboard 200 in 38ms (next.js: 10ms, proxy.ts: 4ms, application-code: 23ms)
 GET /student-accounts 200 in 28ms (next.js: 5ms, proxy.ts: 4ms, application-code: 19ms)
 GET /student-accounts 200 in 61ms (next.js: 6ms, proxy.ts: 4ms, application-code: 51ms)
 GET /student-accounts 200 in 166ms (next.js: 15ms, proxy.ts: 6ms, application-code: 145ms)
 GET /attendance-logs 200 in 75ms (next.js: 29ms, proxy.ts: 6ms, application-code: 40ms)
✓ Compiled in 298ms
 GET /student-accounts 200 in 351ms (next.js: 90ms, proxy.ts: 66ms, application-code: 196ms)
 GET /attendance-logs 200 in 330ms (next.js: 38ms, proxy.ts: 150ms, application-code: 143ms)
 GET /student-accounts 200 in 182ms (next.js: 68ms, proxy.ts: 20ms, application-code: 94ms)
 GET /attendance-logs 200 in 107ms (next.js: 11ms, proxy.ts: 54ms, application-code: 42ms)
 GET /student-accounts 200 in 132ms (next.js: 7ms, proxy.ts: 5ms, application-code: 119ms)
 GET /student-accounts 200 in 66ms (next.js: 7ms, proxy.ts: 5ms, application-code: 54ms)
✓ Compiled in 76ms
 GET /student-accounts 200 in 390ms (next.js: 79ms, proxy.ts: 48ms, application-code: 263ms)
 GET /attendance-logs 200 in 393ms (next.js: 184ms, proxy.ts: 48ms, application-code: 161ms)
 GET /student-accounts 200 in 118ms (next.js: 15ms, proxy.ts: 10ms, application-code: 93ms)
 GET /attendance-logs 200 in 117ms (next.js: 52ms, proxy.ts: 11ms, application-code: 54ms)
 GET /student-accounts 200 in 135ms (next.js: 8ms, proxy.ts: 4ms, application-code: 124ms)
 GET /attendance-logs 200 in 30ms (next.js: 7ms, proxy.ts: 5ms, application-code: 17ms)
 GET /attendance 200 in 94ms (next.js: 62ms, proxy.ts: 5ms, application-code: 27ms)
 GET /leave-requests 200 in 101ms (next.js: 64ms, proxy.ts: 4ms, application-code: 33ms)
 GET /student-accounts 200 in 29ms (next.js: 6ms, proxy.ts: 4ms, application-code: 19ms)
 GET /student-accounts 200 in 79ms (next.js: 8ms, proxy.ts: 6ms, application-code: 65ms)
 GET /attendance-logs 200 in 416ms (next.js: 10ms, proxy.ts: 9ms, application-code: 398ms)
 GET /student-accounts 200 in 58ms (next.js: 17ms, proxy.ts: 9ms, application-code: 33ms)
 GET /student-accounts 200 in 81ms (next.js: 8ms, proxy.ts: 5ms, application-code: 68ms)
 GET /student-accounts 200 in 110ms (next.js: 12ms, proxy.ts: 8ms, application-code: 91ms)
 GET /attendance-logs 200 in 41ms (next.js: 11ms, proxy.ts: 5ms, application-code: 25ms)
 GET /student-accounts 200 in 56ms (next.js: 10ms, proxy.ts: 6ms, application-code: 39ms)
